cuvant,fisier,total_aparitii,contexte
România,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"Gantacosino poroclit canta , fecior România . acesta , de și"
România,HAIRO_Anonim_BanditulGrozea.txt,1,avea umbla prin Moldova și România și nu avea găsi lua
România,HAIRO_MacriP_HaiduculTandura.txt,3,"putere pentru a scăpa odată România de acest nor negru care ||| al trei oară la tron România , de a stoarce țară ||| vrea fi numi domn în România , că avea face vr-o-dată"
România,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,6,"-lui director al societate Dacia România ; de ce să el ||| fiică un strein stabili în România ; D său sine avea ||| său sine avea naște în România și împreună cu lapte ce ||| fel nu exista încă în România . „ in linie mare ||| către un scriitoare naște în România din părinte strein , dar ||| chiar și la eu în România , unde impresiune sensațio-nal pe"
România,HAIRO_RadulescuN_CapitanulRopota.txt,2,"vedea de când veni în România , dar el lăuda groaznic ||| eu o să pleca în România să face avere . ."
România,HAIRO_MunteStanceanuA_GraurVulpoiu.txt,1,. . — 30 hartă România de loc . graur .
România,HAIRO_Anonim_CodreanuMareHaiducNational.txt,4,", pentru ca ast-fel su-ferinț România să sine apropia de sfârșit ||| aci și până la reînviere România , trce un timp-îndelungatu , ||| ț$ră Moldova ca șu al România de dincoa de Milcov fi ||| ! să da Dumnedeu ca România să scăpa de strein șu"
România,HAIRO_PopescuP_GrozaCataonilor(Fulger).txt,1,", sine răspândi în tot România . haiduc care pleca după"
România,HAIRO_StoenescuS_Corbea.txt,2,"dată scrie și domn țară România să înceta de a prigoni ||| ( 1 ) vedea cronică România . da în știință ,"
România,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,3,"înzestrat așezământ de binefacere din România . Constantin Cehan vodă fi ||| fi apurure pomeni în parte România care sine numi alt dată ||| un turburare de stradă în România , chiar când popor fi"
România,HAIRO_BaronziG_FontanaZinelor.txt,1,"al cel nefericit parte al România , pe când sine afla"
Roșiori,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,1,"cu șalvar negrișior si condură roșiori , când el vedea tu"
Roznov,HAIRO_RosettiR_CuPalosul.txt,10,"duce la dascăl Gheorghe dm Roznov , să el spune întâmplare ||| înștiința . avea ajunge în Roznov pe la prânz cel mic ||| . face întâi popas la Roznov și al doi la Ghindăoani ||| odihnit . goni pănă la Roznov unde vrea găsi alt cal ||| și cu cavaler căint la Roznov , undet ăbărî în noapte ||| de gând să muea în Roznov ? — avea vedea cum ||| trage un fugă pănă la Roznov și spune păunaș pe cine ||| putea să merge eu la Roznov să face treabă dori de ||| fi gata să merge la Roznov , să duce pălmaș codru ||| care fi drum duce la Roznov și eu el spune să"
Roznov,HAIRO_MatasaC_MovilaHaiducului.txt,9,"buciulest , jumătate drum între Roznov și Buhuș , fi un ||| poruncă delă logofeție lua din Roznov tot plută Ceaurului ca ștreaf ||| sine avea retrage arnâute spre Roznov , clocoti sat de bocet ||| lua el în grabă spre Roznov . han de acolo , ||| în goană peste pod delă Roznov . alt ceată tot atât ||| , unde drum de la Roznov spre Tazlău trece printru un ||| care sta la han la Roznov , trimite porunci . vedea ||| codru . ispravnic aștepta la Roznov să el fi aduce tâlhar ||| cumpăra de la hangiu din Roznov , scurt boală negreșit ."
Rucăr,HAIRO_BaronziG_MinaHaiduceasa.txt,9,"care fi în apropiere cu rucăr în Muștel . cârciumă sine ||| închide în munte de peste Rucăr , unde căta neapěra să ||| mai bine să tăbărî la Rucăr , unul că fi mai ||| ști eu ! poate la Rucăr să fi cum zice , ||| prinde că tot chiaburie din Rucăr nu face cât unul singur ||| lua drum care duce spre Rucăr , de oare -ce un ||| lui ajunge aproape de sat Rucăr , pe un drum lăturaș ||| un cam dată aide la Rucăr că fi mai aproape . ||| minut el sine afla în Rucăr ; Boilă de drum cal"
Rucăr,HAIRO_PopescuND_IancuJianuCapitan.txt,1,"face , toc -mai la Rucăr , unde sine ascunde câțivă"
Ruginești,HAIRO_RosettiR_CuPalosul.txt,1,"Dumbrăveni și Năstasă lene din Ruginești . tot fi bun ,"
Ruginoasa,HAIRO_Dragoslav_CodreanuHaicudul.txt,3,"seară la un ratesă delă Ruginoasa . sti ce drum rău ||| ca șerpă . și la Ruginoasa el apuca vătămătură și „ ||| tu aștepta la han dintre Ruginoasa și Sârca , că nu"
Runcu,HAIRO_PopescuND_RaduAnghel.txt,1,sine repezi și până la Runcu unde hoti avea mult rudă
Rușava,HAIRO_StoenescuS_Corbea.txt,1,"matcă Du-nărei , de la Rușava până la Brăila și după"
Sabaoani,HAIRO_RosettiR_CuPalosul.txt,2,"merge spre Bacău . la Sabaoani , el el ieși Bale ||| ce râsipi pe Tatari la Sabaoani , urmări cel mai număros"
Salonic,HAIRO_PopescuND_IancuJianuCapitan.txt,1,"cancelar la Cons . din Salonic , el traduce astfel :"
Salonic,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,1,", cumpăra de el din Salonic din taxid un caravan sosi"
Săcele,HAIRO_DumbravaB_Pandurul.txt,2,"șu lua el , la Săcele , unde locui împreună cu ||| din loc , iar din Săcele sosi din ce în ce"
Săcele,HAIRO_RosettiR_CuPalosul.txt,1,"el frece , să el săcele , să el peria și"
Săcueni,HAIRO_RosettiR_CuPalosul.txt,1,ajunge pe la toca în Săcueni . Toma Alimoș rama vecinic
Sălătruc,HAIRO_PopescuND_RaduAnghel.txt,1,"a sine duce în munteie sălătruc , unde el aștepta acela"
Săveni,HAIRO_Anonim_BanditulGrozea.txt,1,fiindcă mâine avea treabă la Săveni de unde nu putea lipsi
Sâmbotin,HAIRO_PopescuND_IancuJianuZapciu.txt,1,", nu departe de sat Sâmbotin . ajunge întru acel sat"
Sâmbotin,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,2,", trece un apșoară numit Sâmbotin , ce isvorî din munte ||| , și intra în sătul Sâmbotin , sat care azi face"
Sâmbotin,HAIRO_BalanescuS_SfarsitulBlestemului.txt,4,"el răpune pe Miercan și Sâmbotin . opri eu în loc ||| eu plăti de Miercan și Sâmbotin . acum vedea și eu ||| bun stăpân pe Miercan și Sâmbotin . Dumnezeu însă , în ||| să duce pe Miercan și Sâmbotin la târg ca să vende"
Sârca,HAIRO_Dragoslav_CodreanuHaicudul.txt,2,"la han dintre Ruginoasa și Sârca , că nu vrea să ||| tu lua alt bou delă Sârca , dar mai stăi :"
Sculeni,HAIRO_MarcuA_GhitaCatanuta.txt,3,"face popă . în sat Sculeni , cale de jumătate poștă ||| al mai frumos fată din Sculeni și din împrejurime . și ||| șosea întortochiat ce duce la Sculeni . cap acoperi de mantie"
Sculeni,HAIRO_PopescuND_MoarteaIancuJianul.txt,1,în luptă despera de la Sculeni ; tot ast-fel peri și
Sculeni,HAIRO_MacriP_GhitaCatanuta.txt,1,", fată frumos din sat Sculeni . și ști , cum"
Sculeni,HAIRO_PopescuND_BujorHaiducul.txt,1,pleca cu suită său spre Sculeni . peste câte vrea dzi
Sculeni,HAIRO_StoenescuT_DragusinHaiducul.txt,1,"parte la bătălie de la Sculeni , face un mare măcel"
Secu,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"părinte Macarie pusnic de la Secu , necuma pe Bujor căpitan"
Serbia,HAIRO_DumbravaB_Pandurul.txt,5,"astfel un cale sigur prin Serbia ! Eteristii el primi pe ||| . avea știre rău din Serbia ” , zice el . ||| Bizant ̦ fi Dunăre , Serbia și Turcia , și acest ||| căci răzvrătire din Turcia și Serbia avea slei putere păgân . ||| meu , când fugi din Serbia . Ja spune eu ce"
Serbia,HAIRO_PopescuND_BujorHaiducul.txt,1,"veac : oltean ! în Serbia , muntean în Bulgaria și"
Severin,HAIRO_DumbravaB_Pandurul.txt,4,"tânăr boier Dumitrache Protopopescu delà Severin , care fi prinde și ||| sine avea întoarce delà Turnu Severin . uite-1 cum sine umfla ||| din umăr tânăr Protopopescu delà Severin . „ nu el fi ||| ! atunci tânăr Protopopescu delà Severin șopti vecin său , boer"
Severin,HAIRO_Anonim_RuxandraHaiduciasa.txt,1,"duce la Cra-iova la Turnu Severin , patru călăreț nocturn ,"
Severin,HAIRO_MunteStanceanuA_GraurVulpoiu.txt,1,"al eparhie Râmnicului , nou Severin , D. D. Athanasie ."
Sibiu,HAIRO_DumbravaB_Pandurul.txt,5,"ă sta părăsi parohie din Sibiu , pentrucă ocârmui-tor Transilvania privi ||| vodă cu copil fugi la Sibiu , sine umple iarăș de ||| pleca în grabă mare la Sibiu , lăsa grijă consulat pe ||| Sultan . vrea trimite prin Sibiu un petiție pe franțuzește maestate ||| vedea . Hakenau scrie delă Sibiu la Viena : „ jale"
Sibiu,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,40,", Lugoș , Temișoara , Sibiu , Brașov , pestă și ||| nepot său Hagi Popp din Sibiu . fiu lui Grigorie avea ||| fiu lui Hagi Popp din Sibiu , pe când sine găsi ||| , Silistra , Brașov și Sibiu , care lega niște relațiune ||| dar de mult stabili în Sibiu , în care din vreme ||| , dar sine menține la Sibiu casă său principal de bancă ||| ca să el trima la Sibiu spre a învăța limbă germană ||| , el trimite tot la Sibiu ca să sine desăvârși în ||| propunere că avea pleca la Sibiu , că sine avea pune ||| el sine lipi mortiși de Sibiu și în Sibiu vrea să ||| mortiși de Sibiu și în Sibiu vrea să remâe , fi ||| , ci sine înturna la Sibiu , lua cu sine pe ||| des-chi pe la an 1770,1a Sibiu , pe seamă său , ||| și avea fi înmormânta în Sibiu , la spate ajta-r biserică ||| Popp da sine stabili în Sibiu contrariu foarte mult plan negustoresc ||| parte și Stan Popp din Sibiu , Stan . Jianu , ||| , tot procura lui din Sibiu de nepot său Hagi Stan ||| fi nevoi să fugi în Sibiu și să căuta adăpost pe ||| eminent , fi trimite la Sibiu ca să sine desevârsi la ||| distra avea trimite el la Sibiu spre a sta acolo în ||| osteneală domnit veni într-adins din Sibiu împreună cu soție său păunică ||| să fugi din Craiova în Sibiu ca să scăpa de pedeapsă ||| împreună cu nevastă său în Sibiu , de unde sine înturna ||| să lua drum pribegie spre Sibiu , căci avea cădea în ||| în timp șederă său în Sibiu , stănuță care , fi ||| în epistolă ce trimite la Sibiu în zi de 11 Octombre ||| avea ține cu chirie în Sibiu în tot timp răsboi dintre ||| fel de medicament aduce din Sibiu cu mult cheltuială . vedea ||| de neam săsesc aduce din Sibiu , care să el servi ||| bătrân scrie nepot său la Sibiu ca să consulta pe doctor ||| chibzuire și să comande la Sibiu fel de fel de lucru ||| Amza , Radu trimite la Sibiu pe fiu său dău doi ||| că sine avea duce la Sibiu ca să învăța și el ||| ca să sine duce la Sibiu , ca să înlocui în ||| pleca . A-3023 junge la Sibiu , Mihalache întra în școală ||| săsesc , Mihalache rămâne la Sibiu și sine alipi pe lângă ||| Nicolache sine avea stabili la Sibiu , în mod definitiv , ||| care de ordinar sta în Sibiu și une oară chiar la ||| pregăti să sine duce la Sibiu , el da în pază ||| sta câte vea lună prin Sibiu și Brașiov avea reuși să"
Sibiu,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,1,merge la rășinar aproape de Sibiu și sine stabili a-colo întru
Sibiu,HAIRO_BalanescuS_SfarsitulBlestemului.txt,2,"sfătui să la îpăda în Sibiu antere și gugiuman și să ||| . îndată ce ajunge la Sibiu , intra înt-e dughian ,"
Siget,HAIRO_RosettiR_CuPalosul.txt,2,de la Hust pană la Siget el îndăra pas cu pas ||| asupra lui . la Marmaroș Siget sine întări în unghi dintre
Sighișoara,HAIRO_PopescuND_RaduAnghel.txt,1,"mod îndest de favorabil de Sighișoara , oraș situa în centru"
Sihlea,HAIRO_Anonim_GruiaMereanu.txt,3,"pune la pom din pădure Sihlea unde vrea găsi fâlfăi un ||| un ceas ajunge în pădure Sihlea , aci so odihni puțin ||| bandă sine afla prin pădure Sihlea eu fi de santinelă în"
Silistra,HAIRO_IstratiP_DomnitaSnagov.txt,2,"sine în trăsură pas din Silistra , care sta inspecta pașalîcul ||| urma : Vames fi la Silistra , Alecachi trece drept cel"
Silistra,HAIRO_DumbravaB_Pandurul.txt,8,"bizui , pe Ahmed-Pașa delà Silistra . de intra el în ||| eleie XVI . pașa delà Silistra trimite , la cerere adunare ||| avea afla că pașa delă Silistra ine fi prieten ce zice ||| urmă răvăsi el trimite la Silistra ascuns în bațe găunos . ||| Dunăre la Giurgiu și la Silistra . atunci domn Tudor porunci ||| care fi iscoadă pașale delà Silistra . citeșt ” . scrie ||| acel scrisoare către pașa delà Silistra , lua care Vladimirescu nu ||| , Ahmed , pașa delà Silistra , sine înfățișa cu opt"
Silistra,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,2,"din Constantino-pole , Vidin , Silistra , Brașov și Sibiu , ||| să el trima pașă din Silistra pentru plată ascher . acest"
Silistra,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,2,"și chiar pașie de la Silistra , dar nici unul din ||| siliți să sine duca lua Silistra și să cere pașie de"
Silistra,HAIRO_PopescuND_BujorHaiducul.txt,4,"X . parte de la SILISTRA al doi dzi , zice ||| . fi pașa de la Silistra , care veni în Iași ||| să trăi pașă de la Silistra . Codreanu îndată ce scăpa ||| , X Pașea de la Silistra . . . . ."
Silistra,HAIRO_StoenescuS_Corbea.txt,6,", român întra triumfător în Silistra , și domn Mihai , ||| român , dupe ce coprinde Silistra . optsprezece vedea acum , ||| să el conduce până la Silistra și spre acesta scop porni ||| să ajunge mai repede în Silistra , trece prin acel pădure ||| acel zi pleca împreună spre Silistra , unde Marioara arde de ||| negreșit că el ajunge în Silistra , afla că el fi"
Silistra,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,1,ban pe pașă de la Silistra ca să porni el plângere
Sinaia,HAIRO_PopescuND_RaduAnghel.txt,1,"ca să prînzi la Monastirea Sinaia , unde călugare care încă"
Sinaia,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"să bate pe neamț la Sinaia , Buzău și Cozia și"
Sinaia,HAIRO_Anonim_BanditulGrozea.txt,1,abia avea primi îo la Sinaia avea trebui să întâmpina ca
Siret,HAIRO_MarcuA_GhitaCatanuta.txt,2,"încet , dela Dunăre în Siret , val străbate , mal ||| gât de vinovat , Și'n Siret de scufunda turc tot evreu"
Siret,HAIRO_RosettiR_CuPalosul.txt,28,"ascutare crăie unguresc ; peste Siret țară fi stăpâni de bârlădean ||| când el avea învinge pe Siret voevod Lațe , război la ||| bistriță , Ciangăi de pe Siret , bârlădean de pe Tutovă ||| parte țară și de peste Siret și Prut , lua tu ||| , la Răcăciuni , pe Siret , sine vedea , în ||| spre Trotuș , celălalt înspre Siret . la capăt delă deal ||| în părete care privi înspre Siret , din jumătate de stănjăn ||| altul în jos , pe Siret și Bârlad , pusti tot ||| fruntașiu țară românesc de pe Siret și Prut , chiar înainte ||| acest nume răsune pretutindean între Siret și Nistru și Bogdan fi ||| , cum sta lucru pă Siret și pă Prut , el ||| răpune pă rumână da la Siret și Prut , mai ales ||| lui . când ajunge la Siret , iată , nene , ||| da la Prut da la Siret , da la Moldova , ||| însufleți decât locuitor parte dintre Siret și munte . la auz ||| strânge cu român de peste Siret spre a putea să sine ||| drum da la Buzău spre Siret , păsta un prost , ||| apă care sine arunca în Siret , între Bacău și Roman ||| Piatra , tot drum delă Siret pănă la Ciortolom , numai ||| din Piatra , Rădăuți și Siret , ajuta de țaranie măr-iginas ||| tapșan sine întinde ; spre Siret și spre Bistrița . apoi ||| sine retrage sângur dincolo de Siret , pentru ca țară să ||| grămădi pe Româniîn colț dintre Siret și bistriță și să el ||| pe coastă și veni spre Siret ; rază soare aproape de ||| auzi , tot de peste Siret , dar de acest dată ||| , îndată ce ieși din Siret , sine tocmi rând călărime ||| străbate deal dintre Bârlad și Siret și ajunge pe la toca ||| adânc care el despărți de Siret . mers lui fi îngreuet"
Siret,HAIRO_MacriP_GhitaCatanuta.txt,1,un gât de vinovat șin Siret de scufunda . — eu
Slatina,HAIRO_PopescuND_TunsuCapitan.txt,2,"duce pomină : cerne la Slatina , acolo la Câmpina ; ||| ; ci să merge la Slatina , D-acolo la Padina ,"
Slatina,HAIRO_MacriP_IoanTunsu.txt,1,"Ileano , voi pleca la Slatina , zice Tunsu amantă său"
Slatina,HAIRO_DumbravaB_Pandurul.txt,13,"dac , care merge spre Slatina , și el lua spre ||| Și când oștire porni spre Slatina , Ciupagea , Fro-topopescu și ||| și pentru acesta pleca spre Slatina cu nepot oteteleșan . dar ||| când Tudor Vladimirescu intra în Slatina clopot suna din cel unsprezece ||| ! avea veni aci la Slatina , acum șa sau șapt ||| doi zi după intrare în Slatina al adunare norod , sosi ||| înnaint , în drum spre Slatina , săvârși un nou faptă ||| eterist iordache , boer delà Slatina avea fi izbucni în hohot ||| crede , că boer delua Slatina ca și acela del Craiova ||| cere el prin scrisoare delă Slatina . „ sine vedea că ||| da la jaf , între Slatina și București , și poftea ||| pe care el trimite delă Slatina împărat Austria , desluși el ||| de Olt turc arfseri orășel Slatina și că dincolo de râu"
Slatina,HAIRO_DumbravaB_Haiducul.txt,12,"Poboran , ( istorie oraș Slatina ) , Tocilescu , Rangabe ||| care duce spre miazănoapte lua Slatina . Jianu ajunge lua celălalt ||| drum , care duce la Slatina . — „ avea un ||| încrucișa prin cap lui : Slatina fi încă departe , loc ||| să da în drum spre Slatina . drept în fată , ||| oraș tu vedea apuca spre Slatina . dar nu putui să ||| . „ acum înainte spre Slatina ! "" da pintean cal ||| cel doi călăreț ajunge în Slatina . oraș fi așeza pe ||| să porni de vale . Slatina înfățiș al paragină , ca ||| pentru ce ! istorie din Slatina , avea afla el și ||| veni din pricină întâmplare din Slatina ? "" zice el cu ||| mitui nesăbuit faptă săvârși la Slatina . deocamdată nu sine putea"
Slatina,HAIRO_PopescuND_MoarteaIancuJianul.txt,6,"trăesc . eu duce la Slatina unde fi acela d-ânteiu ; ||| adăpost sau la gazdă din Slatina , ori la pustnic de ||| de poștă mai jos de Slatina întru un mal Iancu recunoaște ||| și merge întinde spre oraș Slatina în capăt care fi gasda ||| , totuși păți-tanie de la Slatina el îndemna să sine purta ||| păr creț , răi la Slatina în județ . merge murgulă"
Slatina,HAIRO_PopescuND_IancuJianuCapitan.txt,2,"ca să veni de la Slatina , unde fi acum , ||| păr creț , răi la Slatina în județ , unde gazdă"
Slatina,HAIRO_MacriP_HaiduculTandura.txt,1,duce cu niște provizie spre Slatina . — ști cum el
Slatina,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,15,"trosni sti beșliu chiui ; Slatina sine spâimânta , muere sine ||| ce el însoți de la Slatina pânc aci , precum și ||| , comisie , spătărie ; Slatina pe jumătate ca să aibi ||| el mai rugă să păstra Slatina ca să fi admi-nistra de ||| vrea să face nuntă în Slatina ori aiurea . —Voiu împlini ||| un scrisorică către ispravnic din Slatina prin care să el porunci ||| cel mai frunta boeroaic din Slatina și din împrejurime , ocupa ||| care el da spre dîjmuială Slatina jumătate , și alt hrisov ||| agusta agă mare Și în Slatina cel mai tare ! avea ||| său , adică pe la Slatina , pentru ca să intra ||| mai rău de cât la Slatina și nici nu simți regret ||| până la conac de la Slatina ca să vedea cum mai ||| când avea pleca de la Slatina spre rășinar ; și chiar ||| el păzi casă de lângă Slatina împreună cu catan oltenesc . ||| trăsură lui Aguș de la Slatina , dar nici pe al"
Slatina,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,4,": jupâneasă Carpina aduce din Slatina ; nici din bardă bărduit ||| jupâneasă Carpina aduce , din Slatina , sine repeta tot ce ||| da pe Carpina aduce din Slatina că fi țeapă pustie . ||| cu jupăneasă Carpina aduce din Slatina , nici din bardă bărduit"
Slănic,HAIRO_PopescuND_CodreanulHaiducul.txt,1,. — de la ocna slănic . — sti tu duce
Slănic,HAIRO_PopescuND_CodreanulHaiducul.txt,1,. — de la ocna slănic . — sti tu duce
Slănic,HAIRO_PopescuND_RaduAnghel.txt,2,împreună cu soare Oprea la Slănic fi închisoare de acolo mai ||| avea să fi trimiși la Slănic mai întârzia cât vrea timp
Slănic,HAIRO_PopescuND_RaduAnghel.txt,2,împreună cu soare Oprea la Slănic fi închisoare de acolo mai ||| avea să fi trimiși la Slănic mai întârzia cât vrea timp
Slănic,HAIRO_BaronziG_FontanaZinelor.txt,7,"îngust și petros sine afla slănic , loc desttl de cunoaște ||| pe drum ce duce spre Slănic . el fi însoți de ||| meu sine avea duce la Slănic să sine primi plată pe ||| oaste care sine afla la Slănic . . . — fi ||| fi dară oaste românesc la Slănic ? sine cerca să întreba ||| că fi oaste românesc la Slănic ? — cine eu avea ||| acela ? — fi la Slănic , sub albie un isvor"
Slănic,HAIRO_BaronziG_FontanaZinelor.txt,7,"îngust și petros sine afla slănic , loc desttl de cunoaște ||| pe drum ce duce spre Slănic . el fi însoți de ||| meu sine avea duce la Slănic să sine primi plată pe ||| oaste care sine afla la Slănic . . . — fi ||| fi dară oaste românesc la Slănic ? sine cerca să întreba ||| că fi oaste românesc la Slănic ? — cine eu avea ||| acela ? — fi la Slănic , sub albie un isvor"
Slivno,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,1,"de pe la Plevna sau Slivno , și că prim Topală"
Smârdan,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,"Plevna , Rachova și ' Smârdan să spăla rușine atât defăimare"
Smirodava,HAIRO_RosettiR_CuPalosul.txt,21,"drum mare între Suceava și Smirodava . acolo pradă păunaș codru ||| sau , în sfârșit delă Smirodava putea cârni spre stângă , ||| avea alege , pe la Smirodava trebui să trece negreșit . ||| avea fi între stețcan și Smirodava , pe luncă Siretiului , ||| care trece drum mare spre Smirodava . cale fi pustiu ; ||| sine hotărî ca , delă Smirodava , negustor cu cară să ||| împreună păna în drept cetate Smirodava . de aici genovezie apuca ||| drum îngust care duce delă Smirodava prin culme muncel la culme ||| ileană merge cu cneaz la Smirodava , unde fi zi de ||| întoarce cu greu în spre Smirodava , în drum îngust și ||| fi ? un hotnog delă Smirodava cu un ceată de slujitor ||| stare să sine întoarce la Smirodava decât pe brâncă ! avea ||| vodă , pârcă al cetate Smirodava , vesti pentru desfrânare lui ||| de cu noapte , spre Smirodava , unde zice că avea ||| avea nici un treabă la Smirodava , părăsi pe moșu -său ||| gând de a merge la Smirodava . în acest sări , ||| din Kiov . de la Smirodava păna aici avea veni noaptea ||| Baloș , delă poiană lângă Smirodava . Vidra ști acum tot ||| Balos , delă poiană lângă Smirodava . apoi Vidra da un ||| îndrepta cu tot oaste spre Smirodava , însărcina cu acoperire retragere ||| sine păstra slobod drum spre Smirodava și Iași . în acel"
Snagov,HAIRO_IstratiP_DomnitaSnagov.txt,46,"domnită din SNAGOV CINTEC HAIDUCESC primăvară an acela ||| fi fost stareț al mînăstire Snagov , fioros părinte Chiriac . ||| bine . avea locui la Snagov pe vreme lui , avea ||| Conștantinopol , avea ținu la Snagov , aproape de București , ||| veni jupîneasă Floricica de la Snagov . el să eu primi ||| Floricica ! sau domniț din Snagov , cum ttu spune și ||| așa , seamă domni din Snagov , și o să trebui ||| de fel meu . la Snagov , aproape de București — ||| în faț „ domnițe din Snagov “ , sine avea frînte ||| , la sosire meu la Snagov , avea fi tocmai țigan ||| când Trăsnilă avea ajunge la Snagov . tot șatră țigănesc , ||| Floricica — „ domniț din Snagov “ ? parte acesta al ||| deschide vorbă . ajunge la Snagov , gîndi că arn să ||| părinte nemilos și ajunge la Snagov . obișnuite casă el spune ||| agă ! chicoti domniț din Snagov . trei al doi zi ||| după sosire meu preot din Snagov și cîțivă enori de avea ||| căpetenie haiduc și Domnița din Snagov da buzna însat unde sine ||| „ curte “ de la Snagov sine asemui acumula primire musafir ||| putință fiu lui . la Snagov eu dori din tot suflet ||| avea , domniț de la Snagov arăta tot cale nou de ||| oaspete sine adăuga acela din Snagov , veniți de la București ||| de parte , clopot mînăstire snagov cel mic șu vechi își ||| , în doi an , snagov , în ochi un boierime ||| dezrobire țigan . Domnița din Snagov sine hotărî să prăznui întru ||| . la serbare de la Snagov obicei fi răsturna . masă ||| amărîț irosi tot săpun din Snagov ca să poatăfi răbdat timp ||| cel cinci an trăit la Snagov . gros amărăciune meu el ||| domniț , nu acela din Snagov , unul de neam adevărat ||| încredere în acela de la Snagov , om noștru socoti că ||| de eu ! pentru el snagov fi un „ cuib de ||| după ucidere lui , la Snagov fi știrge tot urmă de ||| jumătate drum între Galați și Snagov — Floricica scrie câtva rînd ||| acest scop vrea aduna la Snagov cât mai mult boier alegător ||| în zi întoarcere meu la Snagov , când aflara că doi ||| urmă , incasa de la Snagov . el sine avea ținu ||| ști ocrota de domniț din Snagov . . . ironie lui ||| de inimă meu : la Snagov , ca șu în codru ||| floare codru și domniț din Snagov fi unul și acelast dușmanc ||| douăzeci de avea noștri din Snagov , încă vreun douăzeci de ||| nopție meu din urmă la Snagov ! Cintă , drag meu ||| fi un popă de la Snagov . zice că haiduc avea ||| cu fugă meu de la Snagov . eu adăposti întru in ||| de la „ Domnița din Snagov “ , pîn avea nu ||| să el povesti domnit din Snagov că luptă meu nu avea ||| baltă după prăpăd de la Snagov ca să sine duce să ||| Cuza , știut de la Snagov . eu stringe mină și"
Sofia,HAIRO_DumbravaB_Pandurul.txt,5,"în când , povesti frumos Sofia Pantas despre un dorinț șu ||| el cu simplicitate prefăcut . Sofia el avea fi pălmui cu ||| asculta slujbă în biserică sfântă Sofia . „ să ști , ||| , sicriu negru al sfânt Sofia , alunga de turc din ||| sindrofie delja Colentina veni șu Sofia na Pan-tas . prea puțin"
Sofia,HAIRO_Anonim_RuxandraHaiduciasa.txt,1,eu cură tăcea cunoștință în Sofia când lucra lui Iani pe
Sofia,HAIRO_MacriP_HaiduculTandura.txt,27,"cu patru zi înainte , Sofia dispărea de acasă . — ||| de poteraș . Stoica și Sofia . în județ râmnic -sărat ||| părinte lui . . . Sofia fi întru un leșin . ||| care el mărturi tot . Sofia găsi sine în casă bulgar ||| fi doi zi de când Sofia sine găsi acolo și nu ||| cuvânt . al trei zi Sofia sine decide a face pe ||| cum tu chima ? întreba Sofia . țigancă sine uita lung ||| — la căpitan Stoica . Sofia avea un fior de groază ||| casă pă-rinte , sine zice Sofia , el fi care eu ||| mijloc de scăpare ? întreba Sofia . — nu fi nici ||| veni de la Câmpu-Lung . Sofia el zări și un tremurătură ||| după ce sine inform că Sofia nu avea scăpa sine scutura ||| bun zi frumușica meu ! Sofia nu răspunde ; în ochi ||| — cum nu , răspunde Sofia . răspuns copilă uimi pe ||| nume lui fi Vintilă . Sofia tresări la acest nume , ||| seamă mișcare ce el face Sofia la auz nume de Vintilă ||| și scoate un pistol . Sofia el apuca de mână și ||| trei , împreună și cu Sofia eșeua din sat cu unul ||| acest venetică . Mariuca și Sofia . soare fi aproape s'apună ||| bun pentru logodnică lui . Sofia nu sine spăimânta de loc ||| țandură , ruga și pe Sofia a el urma . țandură ||| braț pe bun copil . Sofia nu avea de cât 16 ||| plânge . intru un zi Sofia sine scula de dimineață și ||| mai târziu și vedea că Sofia nu fi lângă dâneașa , ||| alerga acolo și vedea că Sofia fi urmări de un urs ||| duce lua Maria cu jupâniță Sofia ibovnică lui Vintilă . — ||| sătean , unde lăsa pe Sofia , trece în mijloc sat"
Sofia,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,2,"acela mic ce înconjura orași Sofia , sine adăposti până mai ||| avea trece prin Filipopoli , Sofia , Or-cania și Plevna ,"
